# ID,Inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,Outputs,,,,,,,,,,,,Other,
# ,Feedstock information,,,,Ultimate Analysis,,,,,Proximate Analysis,,,,Lignocellulosic Composition,,,Gasifier Conditions and Information,,,,,,,,,,,Gas Composition,,,,,,,,Yield and Process Efficiency,,,,Other information and notes,
,Type,Shape,Particle size [mm],LHV [MJ/kg wb],C [%daf],H [%daf],N [%daf],S [%daf],O [%daf],Ash [%db],Moisture [%wb],Volatile Matter [%db],Fixed carbon  [%db],Cellulose [%db],Hemicellulose [%db],Lignin [%db],Temperature [ï¿½C],Operation (Batch/Continuous),Operating Pressure [kPa],Residence time [min],Steam/Biomass [wt/wt],ER,Gasifying agent,Reactor Type,Bed material,Catalyst,Scale,N2 [vol.% db],H2 [vol.% db],CO [vol.% db],CO2 [vol.% db],CH4 [vol.% db],C2Hn [vol.% db],LHV [MJ/Nm3 db],Tar [g/Nm3 db],Gas yield [Nm3/kg wb],Char yield [g/kg wb],CGE [%] (wb),CCE [%] (wb),Reference,Notes
208,corn straw,particles,3.75,15.80,45.71,6.21,1.01,0.14,46.94,6.20,6.17,79.42,14.38,-,-,-,1025.00,continuous,atmospheric,-,0.00,0.41,air,fixed-bed downdraft,-,-,bench-scale,55.94,9.91,14.20,17.25,1.47,1.23,3.69,4.62,2.86,-,61.54,114.00,"Gai, Int. J. Hydrog 2012, 37, 4935-4944",Average particle size was estimated; Feedstock LHV converted to wb; reduction zone temperature considered as reference temperature; CCE estimated using equation - some values seem unrealistically high (even >100%)
209,pine sawdust,dust,2.4,14.64,49.99,5.70,0.20,0.03,44.09,0.86,23.50,82.54,16.61,-,-,-,800.00,continuous,atmospheric,300.00,0.00,0.32,air,bubbling fluidised bed,silica sand,-,pilot-scale,61.30,7.00,14.00,13.50,3.00,1.20,4.30,3.73,1.85,-,54.34,62.25,"Narvï¿½ez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120",LHV of feedstock converted to wb; Gas yield convert to wb; CGE and CCE calculated using equations
210,pine sawdust,dust,2.4,14.94,49.99,5.70,0.20,0.03,44.09,0.86,21.00,82.54,16.61,-,-,-,800.00,continuous,atmospheric,300.00,0.00,0.37,air,bubbling fluidised bed,silica sand,-,pilot-scale,58.24,9.49,12.99,14.99,2.70,1.60,4.60,7.16,2.07,-,63.63,71.85,"Narvï¿½ez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120",LHV of feedstock converted to wb; Gas yield convert to wb; CGE and CCE calculated using equations
211,pine sawdust,dust,2.4,14.69,49.99,5.70,0.20,0.03,44.09,0.86,23.00,82.54,16.61,-,-,-,810.00,continuous,atmospheric,162.00,0.00,0.47,air,bubbling fluidised bed,silica sand,-,pilot-scale,66.50,8.00,10.00,12.00,2.40,1.10,3.70,2.99,2.03,-,51.18,55.55,"Narvï¿½ez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120",LHV of feedstock converted to wb; Gas yield convert to wb; CGE and CCE calculated using equations
212,pine sawdust,dust,2.4,14.81,49.99,5.70,0.20,0.03,44.09,0.86,22.00,82.54,16.61,-,-,-,800.00,continuous,atmospheric,240.00,0.00,0.26,air,bubbling fluidised bed,silica sand,-,pilot-scale,58.24,9.49,12.99,14.99,2.70,1.60,4.60,2.01,1.72,-,53.45,59.86,"Narvï¿½ez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120",LHV of feedstock converted to wb; Gas yield convert to wb; CGE and CCE calculated using equations
213,pine sawdust,dust,2.4,14.46,49.99,5.70,0.20,0.03,44.09,0.86,25.00,82.54,16.61,-,-,-,790.00,continuous,atmospheric,300.00,0.00,0.36,air,bubbling fluidised bed,silica sand,-,pilot-scale,58.24,9.49,12.99,14.99,2.70,1.60,4.60,2.01,1.92,-,61.07,66.77,"Narvï¿½ez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120",LHV of feedstock converted to wb; Gas yield convert to wb; CGE and CCE calculated using equations
214,pine sawdust,dust,2.4,15.18,49.99,5.70,0.20,0.03,44.09,0.86,19.00,82.54,16.61,-,-,-,800.00,continuous,atmospheric,312.00,0.00,0.32,air,bubbling fluidised bed,silica sand,-,pilot-scale,48.49,10.24,19.40,14.55,4.85,2.48,6.30,9.98,1.76,-,73.21,78.48,"Narvï¿½ez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120",LHV of feedstock converted to wb; Gas yield convert to wb; CGE and CCE calculated using equations
215,peach prunings,pieces,10,17.42,50.62,6.07,0.31,0.16,42.83,2.20,8.17,86.27,11.53,37.53,19.33,23.84,790.00,batch,slightly below atmospheric,16.30,0.00,0.58,air,fixed-bed downdraft,-,-,pilot-scale,51.69,16.00,16.00,14.25,1.76,0.30,4.65,0.55,2.30,-,61.39,75.80,"Yin, Bioresour. Technol. 2012, 119,15-21",LHV of feedstock converted to wb; ultimate analysis converte to daf; oxidation temperature used as reference temperature; Tar and dust concentration taken as tar concentration; CCE estimated using equation - some values seem unrealistically high (even >100%)
216,peach prunings,pieces,15,17.42,50.62,6.07,0.31,0.16,42.83,2.20,8.17,86.27,11.53,37.53,19.33,23.84,820.00,batch,slightly below atmospheric,18.60,0.00,0.67,air,fixed-bed downdraft,-,-,pilot-scale,51.94,15.00,20.50,11.50,0.95,0.11,4.70,0.08,2.60,-,70.14,86.31,"Yin, Bioresour. Technol. 2012, 119,15-21",LHV of feedstock converted to wb; ultimate analysis converte to daf; oxidation temperature used as reference temperature; Tar and dust concentration taken as tar concentration; CCE estimated using equation - some values seem unrealistically high (even >100%)
217,peach prunings,pieces,30,17.42,50.62,6.07,0.31,0.16,42.83,2.20,8.17,86.27,11.53,37.53,19.33,23.84,930.00,batch,slightly below atmospheric,20.30,0.00,0.73,air,fixed-bed downdraft,-,-,pilot-scale,53.08,13.75,20.50,12.00,0.62,0.05,4.30,0.08,2.75,-,67.88,91.54,"Yin, Bioresour. Technol. 2012, 119,15-21",LHV of feedstock converted to wb; ultimate analysis converte to daf; oxidation temperature used as reference temperature; Tar and dust concentration taken as tar concentration; CCE estimated using equation - some values seem unrealistically high (even >100%)
218,peach prunings,pieces,50,17.42,50.62,6.07,0.31,0.16,42.83,2.20,8.17,86.27,11.53,37.53,19.33,23.84,1030.00,batch,slightly below atmospheric,21.70,0.00,0.77,air,fixed-bed downdraft,-,-,pilot-scale,55.72,12.00,23.75,8.25,0.25,0.03,4.40,0.02,3.00,-,75.77,96.07,"Yin, Bioresour. Technol. 2012, 119,15-21",LHV of feedstock converted to wb; ultimate analysis converte to daf; oxidation temperature used as reference temperature; Tar and dust concentration taken as tar concentration; CCE estimated using equation - some values seem unrealistically high (even >100%)
219,peach prunings,pieces,70,17.42,50.62,6.07,0.31,0.16,42.83,2.20,8.17,86.27,11.53,37.53,19.33,23.84,1000.00,batch,slightly below atmospheric,24.80,0.00,0.87,air,fixed-bed downdraft,-,-,pilot-scale,56.29,12.00,21.50,9.75,0.40,0.06,4.35,0.03,3.40,-,84.89,107.64,"Yin, Bioresour. Technol. 2012, 119,15-21",LHV of feedstock converted to wb; ultimate analysis converte to daf; oxidation temperature used as reference temperature; Tar and dust concentration taken as tar concentration; CCE estimated using equation - some values seem unrealistically high (even >100%)
220,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,720.00,continuous,atmospheric,-,1.20,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,71.50,9.00,7.50,12.00,0.00,13.15,-,0.77,-,70.30,24.00,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
221,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,770.00,continuous,atmospheric,-,1.20,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,64.00,13.00,14.00,9.00,0.00,11.77,-,0.91,-,73.82,35.97,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
222,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,820.00,continuous,atmospheric,-,1.20,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,60.00,15.00,17.00,8.00,0.00,11.24,-,1.17,-,90.58,51.55,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
223,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,870.00,continuous,atmospheric,-,1.20,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,56.57,20.20,15.15,8.08,0.00,11.55,-,1.34,-,106.93,63.76,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
224,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,920.00,continuous,atmospheric,-,1.20,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,52.76,25.13,14.07,8.04,0.00,11.75,-,1.48,-,120.05,76.14,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
225,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,820.00,continuous,atmospheric,-,0.80,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,56.00,20.00,15.00,9.00,0.00,11.79,9.00,0.91,-,74.25,43.90,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
226,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,820.00,continuous,atmospheric,-,1.00,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,57.21,17.91,16.92,7.96,0.00,11.29,8.85,1.04,-,81.08,48.97,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
227,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,820.00,continuous,atmospheric,-,1.20,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,59.70,14.93,17.41,7.96,0.00,11.18,7.85,1.18,-,91.13,52.54,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
228,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,820.00,continuous,atmospheric,-,1.40,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,59.70,14.93,17.41,7.96,0.00,11.18,6.70,1.28,-,99.25,57.22,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
229,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,820.00,continuous,atmospheric,-,1.70,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,60.00,14.50,17.50,8.00,0.00,11.17,6.55,1.11,-,85.66,49.08,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
230,pine wood,-,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.69,11.89,82.27,16.04,-,-,-,820.00,continuous,atmospheric,-,2.00,0.00,steam,interconnected fluidised bed,silica sand,-,laboratory scale,0.00,60.00,14.00,17.50,8.00,0.50,11.11,6.50,1.03,-,78.90,44.92,"Song, Biomass Bioenergy 2012, 36, 258-267",Ultimate analysis converted to daf basis; gas yield converted to wb; LHV of syngas estimated from composition; N2 content of syngas estimated by difference; Gas yield estimated from H2 yield for some values; CCE and CGE estimated using equation - some values seem unrealistically high (even >100%)
231,corn cobs,-,27.59,17.30,47.60,6.10,0.52,0.00,45.78,2.12,10.10,80.06,17.82,-,-,-,926.85,continuous,-,-,0.00,0.28,air,fixed-bed downdraft,-,-,350 kw_th,46.49,15.84,22.47,12.34,2.25,0.61,5.72,-,2.00,77.97,66.13,78.79,"Biagini, Bioresource Technology 2016, 201, 156-165","Average particle size estimated from particle size distribution; Approximate gasifier temperature estimated from Mazhkoo et al., Energy Conversion and Management (2021), 231, 113826; CGE and CCE calculated using equations"
232,corn cobs,-,27.59,17.30,47.60,6.10,0.52,0.00,45.78,2.12,10.10,80.06,17.82,-,-,-,926.85,continuous,-,-,0.00,0.28,air,fixed-bed downdraft,-,-,350 kw_th,45.28,17.57,22.63,12.03,2.03,0.46,5.74,-,2.03,79.45,67.27,79.01,"Biagini, Bioresource Technology 2016, 201, 156-165","Average particle size estimated from particle size distribution; Approximate gasifier temperature estimated from Mazhkoo et al., Energy Conversion and Management (2021), 231, 113826; CGE and CCE calculated using equations"
233,corn cobs,-,27.59,17.30,47.60,6.10,0.52,0.00,45.78,2.12,10.10,80.06,17.82,-,-,-,926.85,continuous,-,-,0.00,0.29,air,fixed-bed downdraft,-,-,350 kw_th,46.62,16.61,22.57,11.79,1.91,0.50,5.62,-,2.05,79.45,66.75,79.14,"Biagini, Bioresource Technology 2016, 201, 156-165","Average particle size estimated from particle size distribution; Approximate gasifier temperature estimated from Mazhkoo et al., Energy Conversion and Management (2021), 231, 113826; CGE and CCE calculated using equations"
234,wood pellets,-,24.02,18.40,48.91,5.80,0.18,0.00,45.11,2.10,9.50,80.63,17.27,-,-,-,926.85,continuous,-,-,0.00,0.27,air,fixed-bed downdraft,-,-,350 kw_th,47.25,16.35,21.29,12.39,2.28,0.43,5.52,-,1.81,108.62,54.31,67.43,"Biagini, Bioresource Technology 2016, 201, 156-165","Average particle size estimated from particle size distribution; Approximate gasifier temperature estimated from Mazhkoo et al., Energy Conversion and Management (2021), 231, 113826; CGE and CCE calculated using equations"
235,rice husk,-,3.15,15.60,49.44,6.25,0.54,0.00,43.77,16.60,12.50,67.95,15.45,-,-,-,926.85,continuous,-,-,0.00,0.38,air,fixed-bed downdraft,-,-,350 kw_th,60.50,7.97,20.04,10.58,0.69,0.22,3.76,-,1.74,172.00,41.94,55.76,"Biagini, Bioresource Technology 2016, 201, 156-165","Average particle size estimated from particle size distribution; Approximate gasifier temperature estimated from Mazhkoo et al., Energy Conversion and Management (2021), 231, 113826; CGE and CCE calculated using equations"
236,rice husk,-,3.15,15.60,49.44,6.25,0.54,0.00,43.77,16.60,12.50,67.95,15.45,-,-,-,926.85,continuous,-,-,0.00,0.41,air,fixed-bed downdraft,-,-,350 kw_th,66.55,5.78,12.27,14.55,0.61,0.24,2.53,-,1.89,187.30,30.63,54.07,"Biagini, Bioresource Technology 2016, 201, 156-165","Average particle size estimated from particle size distribution; Approximate gasifier temperature estimated from Mazhkoo et al., Energy Conversion and Management (2021), 231, 113826; CGE and CCE calculated using equations"
237,vine pruning,-,22.74,18.10,50.84,5.82,0.88,0.00,42.46,2.62,17.60,80.84,16.54,-,-,-,926.85,continuous,-,-,0.00,0.26,air,fixed-bed downdraft,-,-,350 kw_th,45.08,17.06,21.74,13.02,2.55,0.54,5.82,-,1.98,120.45,63.58,73.56,"Biagini, Bioresource Technology 2016, 201, 156-165","Average particle size estimated from particle size distribution; Approximate gasifier temperature estimated from Mazhkoo et al., Energy Conversion and Management (2021), 231, 113826; CGE and CCE calculated using equations"
238,bamboo,chips,-,21.65,50.67,6.14,2.14,0.00,41.06,4.50,5.00,80.30,15.20,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,51.65,17.55,19.26,10.33,1.20,0.00,4.76,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
239,bamboo,chips,-,18.40,50.67,6.14,2.14,0.00,41.06,4.50,20.00,80.30,15.20,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,50.73,18.28,18.58,11.05,1.36,0.00,4.81,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
240,gulmohar,chips,-,19.06,47.20,6.54,1.75,0.00,44.51,5.50,5.00,81.25,13.25,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,52.51,17.03,18.54,10.72,1.20,0.00,4.61,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
241,gulmohar,chips,-,16.20,47.20,6.54,1.75,0.00,44.51,5.50,20.00,81.25,13.25,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,51.58,17.53,18.03,11.52,1.35,0.00,4.65,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
242,neem,chips,-,19.53,47.83,6.36,1.80,0.00,44.01,5.60,5.00,81.75,12.65,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,51.65,17.55,19.26,10.33,1.20,0.00,4.76,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
243,neem,chips,-,16.60,47.83,6.36,1.80,0.00,44.01,5.60,20.00,81.75,12.65,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,50.73,18.28,18.58,11.05,1.36,0.00,4.81,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
244,dimaru,chips,-,18.76,47.55,6.34,1.75,0.00,44.36,5.80,5.00,82.00,12.20,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,53.35,16.61,17.61,11.58,0.86,0.00,4.32,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
245,dimaru,chips,-,15.95,47.55,6.34,1.75,0.00,44.36,5.80,20.00,82.00,12.20,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,52.79,17.09,17.09,12.07,0.96,0.00,4.35,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
246,sisham,chips,-,20.18,49.04,6.20,1.71,0.00,43.05,4.60,5.00,80.00,15.40,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,49.35,18.09,20.30,11.06,1.21,0.00,4.95,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
247,sisham,chips,-,17.15,49.04,6.20,1.71,0.00,43.05,4.60,20.00,80.00,15.40,-,-,-,850.00,-,-,-,0.00,0.30,air,fixed-bed downdraft,-,-,-,49.10,19.08,19.08,11.45,1.31,0.00,4.94,-,-,-,-,-,"Dutta, Energy Procedia 2014, 54, 21-34",Only extreme cases considered as variations between experimental runs was small; LHV of Syngas estimated using equation
248,pine sawdust,dust,0.5,16.98,42.50,6.30,0.20,0.00,51.00,1.31,8.50,84.59,14.10,-,-,-,780.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,51.50,22.00,17.00,7.00,2.50,12.00,20.55,1.32,58.70,93.19,72.52,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
249,pine sawdust,dust,0.5,16.98,42.50,6.30,0.20,0.00,51.00,1.31,8.50,84.59,14.10,-,-,-,750.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,51.50,22.00,17.00,7.00,2.50,12.40,26.92,1.17,99.33,85.74,64.57,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
250,pine sawdust,dust,0.5,16.98,42.50,6.30,0.20,0.00,51.00,1.31,8.50,84.59,14.10,-,-,-,700.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,55.00,20.00,15.00,6.00,4.00,12.60,38.46,0.94,139.97,69.70,46.02,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
251,pine sawdust,dust,0.5,16.98,42.50,6.30,0.20,0.00,51.00,1.31,8.50,84.59,14.10,-,-,-,650.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,57.50,22.00,12.00,6.00,2.50,13.20,76.62,0.70,198.66,54.06,33.02,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
252,cereal straw,particles,5,12.34,43.70,6.10,0.40,0.00,49.80,15.29,7.80,66.81,17.90,-,-,-,780.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,50.50,27.50,11.00,8.00,3.00,11.90,20.00,1.13,62.48,109.21,60.43,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
253,cereal straw,particles,5,12.34,43.70,6.10,0.40,0.00,49.80,15.29,7.80,66.81,17.90,-,-,-,750.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,51.50,22.00,18.50,6.00,2.00,12.40,33.07,0.99,85.91,99.67,53.78,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
254,cereal straw,particles,5,12.34,43.70,6.10,0.40,0.00,49.80,15.29,7.80,66.81,17.90,-,-,-,700.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,49.00,23.00,17.50,6.00,4.50,13.25,55.67,0.76,121.06,81.34,40.99,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
255,cereal straw,particles,5,12.34,43.70,6.10,0.40,0.00,49.80,15.29,7.80,66.81,17.90,-,-,-,650.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,44.00,27.50,16.00,7.50,5.00,13.75,101.43,0.55,175.73,60.92,32.24,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
256,pine wood chips,chips,2x5x10,16.06,41.80,5.30,0.20,0.00,52.70,2.36,11.10,83.69,13.95,-,-,-,780.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,37.00,34.00,16.50,8.50,4.00,12.55,32.17,1.00,173.60,78.01,70.95,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
257,pine wood chips,chips,2x5x10,16.06,41.80,5.30,0.20,0.00,52.70,2.36,11.10,83.69,13.95,-,-,-,750.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,51.50,22.00,17.00,7.00,2.50,12.60,48.51,0.88,190.96,68.79,49.03,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
258,pine wood chips,chips,2x5x10,16.06,41.80,5.30,0.20,0.00,52.70,2.36,11.10,83.69,13.95,-,-,-,700.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,51.50,22.00,18.00,6.00,2.50,13.00,73.75,0.69,195.30,56.22,38.91,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
259,pine wood chips,chips,2x5x10,16.06,41.80,5.30,0.20,0.00,52.70,2.36,11.10,83.69,13.95,-,-,-,650.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,46.00,20.00,21.00,9.00,4.00,13.30,103.03,0.57,203.98,47.45,35.01,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
260,thistles,non-uniform,5,12.30,40.80,5.50,0.30,0.00,53.40,15.11,10.00,67.44,17.44,-,-,-,780.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,38.00,27.50,20.00,9.00,5.50,11.70,35.71,0.86,137.52,81.39,60.13,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
